service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,reliability_percentage
2017-05-10,553,553,Express Bus,Other Bus,Bus,PEAK,53.57142857142857
2017-05-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.287425149700596
2017-05-09,553,553,Express Bus,Other Bus,Bus,PEAK,46.875
2017-05-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.68181818181818
2017-05-08,553,553,Express Bus,Other Bus,Bus,PEAK,38.23529411764706
2017-05-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.513966480446925
2017-05-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.71428571428572
2017-05-05,553,553,Express Bus,Other Bus,Bus,PEAK,56.52173913043478
2017-05-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.71098265895954
2017-05-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.023809523809526
2017-05-04,553,553,Express Bus,Other Bus,Bus,PEAK,47.45762711864407
2017-05-03,553,553,Express Bus,Other Bus,Bus,PEAK,34.78260869565217
2017-05-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.6927374301676
2017-05-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.857142857142854
2017-05-02,553,553,Express Bus,Other Bus,Bus,PEAK,45.3125
2017-05-01,553,553,Express Bus,Other Bus,Bus,PEAK,47.82608695652174
2017-05-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.00000000000001
2017-04-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.14492753623188
2017-04-28,553,553,Express Bus,Other Bus,Bus,PEAK,42.42424242424242
2017-04-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.785276073619634
2017-04-27,553,553,Express Bus,Other Bus,Bus,PEAK,49.18032786885246
2017-04-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.529411764705884
2017-04-26,553,553,Express Bus,Other Bus,Bus,PEAK,57.14285714285714
2017-04-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.41242937853108
2017-04-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.40963855421686
2017-04-25,553,553,Express Bus,Other Bus,Bus,PEAK,34.375
2017-04-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.82080924855491
2017-04-24,553,553,Express Bus,Other Bus,Bus,PEAK,67.1875
2017-04-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.142857142857146
2017-04-21,553,553,Express Bus,Other Bus,Bus,PEAK,53.73134328358209
2017-04-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.79646017699115
2017-04-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.56983240223464
2017-04-20,553,553,Express Bus,Other Bus,Bus,PEAK,54.41176470588235
2017-04-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.28571428571429
2017-04-19,553,553,Express Bus,Other Bus,Bus,PEAK,56.71641791044776
2017-04-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.07784431137725
2017-04-18,553,553,Express Bus,Other Bus,Bus,PEAK,49.2063492063492
2017-04-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.33526011560693
2017-04-17,553,553,Express Bus,Other Bus,Bus,PEAK,61.76470588235294
2017-04-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.7841726618705
2017-04-14,553,553,Express Bus,Other Bus,Bus,PEAK,45.45454545454545
2017-04-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.36781609195403
2017-04-13,553,553,Express Bus,Other Bus,Bus,PEAK,37.5
2017-04-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,31.28834355828221
2017-04-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.42857142857143
2017-04-12,553,553,Express Bus,Other Bus,Bus,PEAK,44.11764705882353
2017-04-11,553,553,Express Bus,Other Bus,Bus,PEAK,44.11764705882353
2017-04-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.57142857142857
2017-04-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.65408805031446
2017-04-10,553,553,Express Bus,Other Bus,Bus,PEAK,44.06779661016949
2017-04-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.17910447761194
2017-04-07,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2017-04-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.09090909090909
2017-04-06,553,553,Express Bus,Other Bus,Bus,PEAK,40.98360655737705
2017-04-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.4472049689441
2017-04-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.75722543352601
2017-04-05,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2017-04-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.588235294117645
2017-04-04,553,553,Express Bus,Other Bus,Bus,PEAK,38.23529411764706
2017-04-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.666666666666664
2017-04-03,553,553,Express Bus,Other Bus,Bus,PEAK,66.17647058823529
2017-04-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.589928057553955
2017-03-31,553,553,Express Bus,Other Bus,Bus,PEAK,33.84615384615385
2017-03-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.49132947976878
2017-03-30,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2017-03-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.66197183098591
2017-03-29,553,553,Express Bus,Other Bus,Bus,PEAK,56.52173913043478
2017-03-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.3448275862069
2017-03-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.29885057471264
2017-03-28,553,553,Express Bus,Other Bus,Bus,PEAK,38.80597014925373
2017-03-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.49068322981367
2017-03-27,553,553,Express Bus,Other Bus,Bus,PEAK,61.016949152542374
2017-03-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.14285714285714
2017-03-24,553,553,Express Bus,Other Bus,Bus,PEAK,58.620689655172406
2017-03-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.4472049689441
2017-03-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,45.1219512195122
2017-03-23,553,553,Express Bus,Other Bus,Bus,PEAK,45.76271186440678
2017-03-22,553,553,Express Bus,Other Bus,Bus,PEAK,58.82352941176471
2017-03-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.761904761904766
2017-03-21,553,553,Express Bus,Other Bus,Bus,PEAK,59.42028985507246
2017-03-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.88636363636363
2017-03-20,553,553,Express Bus,Other Bus,Bus,PEAK,34.84848484848485
2017-03-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,51.68539325842697
2017-03-17,553,553,Express Bus,Other Bus,Bus,PEAK,59.64912280701754
2017-03-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,43.03030303030303
2017-03-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.63120567375887
2017-03-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,30.337078651685395
2017-03-16,553,553,Express Bus,Other Bus,Bus,PEAK,60.86956521739131
2017-03-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.17977528089888
2017-03-15,553,553,Express Bus,Other Bus,Bus,PEAK,70.58823529411765
2017-03-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.79503105590062
2017-03-14,553,553,Express Bus,Other Bus,Bus,PEAK,46.26865671641791
2017-03-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.62130177514793
2017-03-13,553,553,Express Bus,Other Bus,Bus,PEAK,60.65573770491803
2017-03-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.0
2017-03-10,553,553,Express Bus,Other Bus,Bus,PEAK,32.78688524590164
2017-03-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,45.714285714285715
2017-03-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,34.48275862068966
2017-03-09,553,553,Express Bus,Other Bus,Bus,PEAK,40.57971014492754
2017-03-08,553,553,Express Bus,Other Bus,Bus,PEAK,49.23076923076923
2017-03-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.85714285714286
2017-03-07,553,553,Express Bus,Other Bus,Bus,PEAK,63.76811594202898
2017-03-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.40909090909091
2017-03-06,553,553,Express Bus,Other Bus,Bus,PEAK,60.86956521739131
2017-03-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.14689265536724
2017-03-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.28571428571428
2017-03-03,553,553,Express Bus,Other Bus,Bus,PEAK,60.71428571428571
2017-03-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,48.42767295597484
2017-03-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.06936416184971
2017-03-02,553,553,Express Bus,Other Bus,Bus,PEAK,60.86956521739131
2017-03-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.57142857142858
2017-03-01,553,553,Express Bus,Other Bus,Bus,PEAK,79.71014492753623
2017-02-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.73033707865169
2017-02-28,553,553,Express Bus,Other Bus,Bus,PEAK,72.46376811594203
2017-02-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.10055865921788
2017-02-27,553,553,Express Bus,Other Bus,Bus,PEAK,61.19402985074627
2017-02-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.589928057553955
2017-02-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.602409638554214
2017-02-24,553,553,Express Bus,Other Bus,Bus,PEAK,31.372549019607842
2017-02-23,553,553,Express Bus,Other Bus,Bus,PEAK,35.9375
2017-02-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.7032967032967
2017-02-22,553,553,Express Bus,Other Bus,Bus,PEAK,56.71641791044776
2017-02-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.152542372881356
2017-02-21,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2017-02-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.66292134831461
2017-02-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.23943661971832
2017-02-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.76811594202898
2017-02-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,45.27027027027027
2017-02-17,553,553,Express Bus,Other Bus,Bus,PEAK,37.77777777777778
2017-02-16,553,553,Express Bus,Other Bus,Bus,PEAK,52.94117647058824
2017-02-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.620689655172406
2017-02-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.36871508379888
2017-02-15,553,553,Express Bus,Other Bus,Bus,PEAK,46.3768115942029
2017-02-14,553,553,Express Bus,Other Bus,Bus,PEAK,38.59649122807017
2017-02-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.32432432432432
2017-02-13,553,553,Express Bus,Other Bus,Bus,PEAK,52.17391304347826
2017-02-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,71.26436781609196
2017-02-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.85714285714286
2017-02-10,553,553,Express Bus,Other Bus,Bus,PEAK,52.17391304347826
2017-02-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.714285714285715
2017-02-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.0
2017-02-09,553,553,Express Bus,Other Bus,Bus,PEAK,42.62295081967213
2017-02-08,553,553,Express Bus,Other Bus,Bus,PEAK,28.000000000000004
2017-02-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.86274509803921
2017-02-07,553,553,Express Bus,Other Bus,Bus,PEAK,52.17391304347826
2017-02-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.659217877094974
2017-02-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,53.97727272727273
2017-02-06,553,553,Express Bus,Other Bus,Bus,PEAK,68.11594202898551
2017-02-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,75.89285714285714
2017-02-03,553,553,Express Bus,Other Bus,Bus,PEAK,47.82608695652174
2017-02-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.80225988700565
2017-02-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.32748538011695
2017-02-02,553,553,Express Bus,Other Bus,Bus,PEAK,62.121212121212125
2017-02-01,553,553,Express Bus,Other Bus,Bus,PEAK,66.17647058823529
2017-02-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.81609195402298
2017-01-31,553,553,Express Bus,Other Bus,Bus,PEAK,48.4375
2017-01-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.195402298850574
2017-01-30,553,553,Express Bus,Other Bus,Bus,PEAK,86.76470588235294
2017-01-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.57142857142857
2017-01-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.14285714285714
2017-01-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.632768361581924
2017-01-27,553,553,Express Bus,Other Bus,Bus,PEAK,36.231884057971016
2017-01-26,553,553,Express Bus,Other Bus,Bus,PEAK,33.82352941176471
2017-01-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.139534883720934
2017-01-25,553,553,Express Bus,Other Bus,Bus,PEAK,51.515151515151516
2017-01-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.142857142857146
2017-01-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.6271186440678
2017-01-24,553,553,Express Bus,Other Bus,Bus,PEAK,69.56521739130434
2017-01-23,553,553,Express Bus,Other Bus,Bus,PEAK,55.88235294117647
2017-01-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.367231638418076
2017-01-20,553,553,Express Bus,Other Bus,Bus,PEAK,54.6875
2017-01-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.93785310734463
2017-01-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,73.38129496402878
2017-01-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.195402298850574
2017-01-19,553,553,Express Bus,Other Bus,Bus,PEAK,60.0
2017-01-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.56818181818182
2017-01-18,553,553,Express Bus,Other Bus,Bus,PEAK,33.82352941176471
2017-01-17,553,553,Express Bus,Other Bus,Bus,PEAK,71.01449275362319
2017-01-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.66265060240963
2017-01-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,74.33628318584071
2017-01-13,553,553,Express Bus,Other Bus,Bus,PEAK,48.484848484848484
2017-01-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.95121951219512
2017-01-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.85714285714286
2017-01-12,553,553,Express Bus,Other Bus,Bus,PEAK,35.38461538461539
2017-01-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.761904761904766
2017-01-11,553,553,Express Bus,Other Bus,Bus,PEAK,59.64912280701754
2017-01-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.87261146496815
2017-01-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.68181818181818
2017-01-10,553,553,Express Bus,Other Bus,Bus,PEAK,37.68115942028986
2017-01-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.84090909090909
2017-01-09,553,553,Express Bus,Other Bus,Bus,PEAK,59.09090909090909
2017-01-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.89855072463768
2017-01-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.2183908045977
2017-01-06,553,553,Express Bus,Other Bus,Bus,PEAK,73.13432835820896
2017-01-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.24581005586593
2017-01-05,553,553,Express Bus,Other Bus,Bus,PEAK,72.3076923076923
2017-01-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.63636363636363
2017-01-04,553,553,Express Bus,Other Bus,Bus,PEAK,42.64705882352941
2017-01-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,70.0
2017-01-03,553,553,Express Bus,Other Bus,Bus,PEAK,58.82352941176471
2016-12-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,72.14285714285714
2016-12-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.01117318435754
2016-12-30,553,553,Express Bus,Other Bus,Bus,PEAK,61.76470588235294
2016-12-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.97076023391813
2016-12-29,553,553,Express Bus,Other Bus,Bus,PEAK,53.125
2016-12-28,553,553,Express Bus,Other Bus,Bus,PEAK,63.76811594202898
2016-12-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.06896551724138
2016-12-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.84090909090909
2016-12-27,553,553,Express Bus,Other Bus,Bus,PEAK,48.529411764705884
2016-12-23,553,553,Express Bus,Other Bus,Bus,PEAK,52.17391304347826
2016-12-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.49425287356321
2016-12-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.49295774647888
2016-12-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,64.59627329192547
2016-12-22,553,553,Express Bus,Other Bus,Bus,PEAK,50.0
2016-12-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.27932960893855
2016-12-21,553,553,Express Bus,Other Bus,Bus,PEAK,43.47826086956522
2016-12-20,553,553,Express Bus,Other Bus,Bus,PEAK,36.92307692307693
2016-12-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,44.6927374301676
2016-12-19,553,553,Express Bus,Other Bus,Bus,PEAK,41.37931034482759
2016-12-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.006211180124225
2016-12-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.79710144927537
2016-12-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.74025974025974
2016-12-16,553,553,Express Bus,Other Bus,Bus,PEAK,62.96296296296296
2016-12-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,57.396449704142015
2016-12-15,553,553,Express Bus,Other Bus,Bus,PEAK,51.61290322580645
2016-12-14,553,553,Express Bus,Other Bus,Bus,PEAK,43.28358208955223
2016-12-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.06976744186046
2016-12-13,553,553,Express Bus,Other Bus,Bus,PEAK,50.74626865671642
2016-12-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.70748299319727
2016-12-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.45562130177515
2016-12-12,553,553,Express Bus,Other Bus,Bus,PEAK,57.8125
2016-12-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.30935251798561
2016-12-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.66666666666666
2016-12-09,553,553,Express Bus,Other Bus,Bus,PEAK,64.0625
2016-12-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.210526315789465
2016-12-08,553,553,Express Bus,Other Bus,Bus,PEAK,56.36363636363636
2016-12-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.11363636363637
2016-12-07,553,553,Express Bus,Other Bus,Bus,PEAK,60.29411764705882
2016-12-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.42105263157895
2016-12-05,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2016-12-06,553,553,Express Bus,Other Bus,Bus,PEAK,53.62318840579711
2016-12-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,68.75
2016-12-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,29.375
2016-12-02,553,553,Express Bus,Other Bus,Bus,PEAK,52.94117647058824
2016-12-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,76.05633802816901
2016-12-01,553,553,Express Bus,Other Bus,Bus,PEAK,42.028985507246375
2016-12-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,49.411764705882355
2016-11-30,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.98507462686567
2016-11-30,553,553,Express Bus,Other Bus,Bus,PEAK,25.454545454545453
2016-11-29,553,553,Express Bus,Other Bus,Bus,PEAK,51.5625
2016-11-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.64197530864198
2016-11-28,553,553,Express Bus,Other Bus,Bus,PEAK,59.70149253731343
2016-11-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.59776536312849
2016-11-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,56.11510791366906
2016-11-25,553,553,Express Bus,Other Bus,Bus,PEAK,44.26229508196721
2016-11-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.625
2016-11-23,553,553,Express Bus,Other Bus,Bus,PEAK,49.275362318840585
2016-11-23,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.45810055865922
2016-11-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,81.57894736842105
2016-11-22,553,553,Express Bus,Other Bus,Bus,PEAK,55.319148936170215
2016-11-21,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2016-11-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2016-11-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.67164179104478
2016-11-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.10055865921788
2016-11-18,553,553,Express Bus,Other Bus,Bus,PEAK,43.28358208955223
2016-11-17,553,553,Express Bus,Other Bus,Bus,PEAK,31.03448275862069
2016-11-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.156028368794324
2016-11-16,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,52.90697674418605
2016-11-16,553,553,Express Bus,Other Bus,Bus,PEAK,52.307692307692314
2016-11-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,46.82080924855491
2016-11-15,553,553,Express Bus,Other Bus,Bus,PEAK,39.34426229508197
2016-11-14,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2016-11-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.42857142857142
2016-11-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.62589928057554
2016-11-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.235294117647065
2016-11-11,553,553,Express Bus,Other Bus,Bus,PEAK,47.69230769230769
2016-11-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,21.714285714285715
2016-11-10,553,553,Express Bus,Other Bus,Bus,PEAK,41.17647058823529
2016-11-09,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.367231638418076
2016-11-09,553,553,Express Bus,Other Bus,Bus,PEAK,47.05882352941176
2016-11-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.45762711864407
2016-11-08,553,553,Express Bus,Other Bus,Bus,PEAK,46.26865671641791
2016-11-07,553,553,Express Bus,Other Bus,Bus,PEAK,43.93939393939394
2016-11-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,65.83850931677019
2016-11-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,74.10071942446042
2016-11-04,553,553,Express Bus,Other Bus,Bus,PEAK,56.451612903225815
2016-11-04,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.45070422535211
2016-11-03,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.69613259668509
2016-11-03,553,553,Express Bus,Other Bus,Bus,PEAK,40.298507462686565
2016-11-02,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.84180790960452
2016-11-02,553,553,Express Bus,Other Bus,Bus,PEAK,59.09090909090909
2016-11-01,553,553,Express Bus,Other Bus,Bus,PEAK,67.6923076923077
2016-11-01,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,62.06896551724138
2016-10-31,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.90534979423868
2016-10-29,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.431654676258994
2016-10-28,553,553,Express Bus,Other Bus,Bus,PEAK,37.3134328358209
2016-10-28,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,60.0
2016-10-27,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.2262443438914
2016-10-26,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,55.601659751037346
2016-10-25,553,553,Express Bus,Other Bus,Bus,PEAK,67.64705882352942
2016-10-25,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.85393258426966
2016-10-24,553,553,Express Bus,Other Bus,Bus,PEAK,61.19402985074627
2016-10-24,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,59.77653631284916
2016-10-22,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,58.92857142857143
2016-10-21,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.752808988764045
2016-10-21,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2016-10-20,553,553,Express Bus,Other Bus,Bus,PEAK,62.121212121212125
2016-10-20,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,40.35087719298245
2016-10-19,553,553,Express Bus,Other Bus,Bus,PEAK,44.11764705882353
2016-10-19,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,45.93023255813954
2016-10-18,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.0
2016-10-18,553,553,Express Bus,Other Bus,Bus,PEAK,63.63636363636363
2016-10-17,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,50.0
2016-10-17,553,553,Express Bus,Other Bus,Bus,PEAK,52.23880597014925
2016-10-15,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,67.16417910447761
2016-10-14,553,553,Express Bus,Other Bus,Bus,PEAK,35.82089552238806
2016-10-14,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,54.14364640883977
2016-10-13,553,553,Express Bus,Other Bus,Bus,PEAK,46.3768115942029
2016-10-13,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,61.67664670658682
2016-10-12,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,63.74269005847953
2016-10-12,553,553,Express Bus,Other Bus,Bus,PEAK,59.42028985507246
2016-10-11,553,553,Express Bus,Other Bus,Bus,PEAK,48.484848484848484
2016-10-11,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,47.701149425287355
2016-10-10,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,66.29213483146067
2016-10-10,553,553,Express Bus,Other Bus,Bus,PEAK,54.41176470588235
2016-10-08,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,69.50354609929079
2016-10-07,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,36.04651162790697
2016-10-07,553,553,Express Bus,Other Bus,Bus,PEAK,23.076923076923077
2016-10-06,553,553,Express Bus,Other Bus,Bus,PEAK,33.33333333333333
2016-10-06,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,35.22727272727273
2016-10-05,553,553,Express Bus,Other Bus,Bus,OFF_PEAK,42.19653179190752
2016-10-05,553,553,Express Bus,Other Bus,Bus,PEAK,35.9375
